,Survived,Pclass,Embarked(C),Embarked(S),Sex,Age,SibSp,Parch
668,0,3,0,1,0,43.0,0,0
669,1,1,0,1,1,35.05934919421935,1,0
670,1,2,0,1,1,40.0,1,1
671,0,1,0,1,0,31.0,1,0
672,0,2,0,1,0,70.0,0,0
673,1,2,0,1,0,31.0,0,0
674,0,2,0,1,0,35.686094396816046,0,0
675,0,3,0,1,0,18.0,0,0
676,0,3,0,1,0,24.5,0,0
677,1,3,0,1,1,18.0,0,0
678,0,3,0,1,1,43.0,1,6
679,1,1,1,0,0,36.0,0,1
680,0,3,0,0,1,28.609938859632276,0,0
681,1,1,1,0,0,27.0,0,0
682,0,3,0,1,0,20.0,0,0
683,0,3,0,1,0,14.0,5,2
684,0,2,0,1,0,60.0,1,1
685,0,2,1,0,0,25.0,1,2
686,0,3,0,1,0,14.0,4,1
687,0,3,0,1,0,19.0,0,0
688,0,3,0,1,0,18.0,0,0
689,1,1,0,1,1,15.0,0,1
690,1,1,0,1,0,31.0,1,0
691,1,3,1,0,1,4.0,0,1
692,1,3,0,1,0,27.62578830945034,0,0
693,0,3,1,0,0,25.0,0,0
694,0,1,0,1,0,60.0,0,0
695,0,2,0,1,0,52.0,0,0
696,0,3,0,1,0,44.0,0,0
697,1,3,0,0,1,28.615703109742604,0,0
698,0,1,1,0,0,49.0,1,1
699,0,3,0,1,0,42.0,0,0
700,1,1,1,0,1,18.0,1,0
701,1,1,0,1,0,35.0,0,0
702,0,3,1,0,1,18.0,0,1
703,0,3,0,0,0,25.0,0,0
704,0,3,0,1,0,26.0,1,0
705,0,2,0,1,0,39.0,0,0
706,1,2,0,1,1,45.0,0,0
707,1,1,0,1,0,42.0,0,0
708,1,1,0,1,1,22.0,0,0
709,1,3,1,0,0,21.303181165062682,1,1
710,1,1,1,0,1,24.0,0,0
711,0,1,0,1,0,42.562093799836695,0,0
712,1,1,0,1,0,48.0,1,0
713,0,3,0,1,0,29.0,0,0
714,0,2,0,1,0,52.0,0,0
715,0,3,0,1,0,19.0,0,0
716,1,1,1,0,1,38.0,0,0
717,1,2,0,1,1,27.0,0,0
718,0,3,0,0,0,31.75239710248186,0,0
719,0,3,0,1,0,33.0,0,0
720,1,2,0,1,1,6.0,0,1
721,0,3,0,1,0,17.0,1,0
722,0,2,0,1,0,34.0,0,0
723,0,2,0,1,0,50.0,0,0
724,1,1,0,1,0,27.0,1,0
725,0,3,0,1,0,20.0,0,0
726,1,2,0,1,1,30.0,3,0
727,1,3,0,0,1,28.615643214021517,0,0
728,0,2,0,1,0,25.0,1,0
729,0,3,0,1,1,25.0,1,0
730,1,1,0,1,1,29.0,0,0
731,0,3,1,0,0,11.0,0,0
732,0,2,0,1,0,35.686094396816046,0,0
733,0,2,0,1,0,23.0,0,0
734,0,2,0,1,0,23.0,0,0
735,0,3,0,1,0,28.5,0,0
736,0,3,0,1,1,48.0,1,3
737,1,1,1,0,0,35.0,0,0
738,0,3,0,1,0,28.318867367743113,0,0
739,0,3,0,1,0,28.318867367743113,0,0
740,1,1,0,1,0,42.51289374322949,0,0
741,0,1,0,1,0,36.0,1,0
742,1,1,1,0,1,21.0,2,2
743,0,3,0,1,0,24.0,1,0
744,1,3,0,1,0,31.0,0,0
745,0,1,0,1,0,70.0,1,1
746,0,3,0,1,0,16.0,1,1
747,1,2,0,1,1,30.0,0,0
748,0,1,0,1,0,19.0,1,0
749,0,3,0,0,0,31.0,0,0
750,1,2,0,1,1,4.0,1,1
751,1,3,0,1,0,6.0,0,1
752,0,3,0,1,0,33.0,0,0
753,0,3,0,1,0,23.0,0,0
754,1,2,0,1,1,48.0,1,2
755,1,2,0,1,0,0.67,1,1
756,0,3,0,1,0,28.0,0,0
757,0,2,0,1,0,18.0,0,0
758,0,3,0,1,0,34.0,0,0
759,1,1,0,1,1,33.0,0,0
760,0,3,0,1,0,28.22468562459955,0,0
761,0,3,0,1,0,41.0,0,0
762,1,3,1,0,0,20.0,0,0
763,1,1,0,1,1,36.0,1,2
764,0,3,0,1,0,16.0,0,0
765,1,1,0,1,1,51.0,1,0
766,0,1,1,0,0,40.12750819687322,0,0
767,0,3,0,0,1,30.5,0,0
768,0,3,0,0,0,27.736689397039186,1,0
769,0,3,0,1,0,32.0,0,0
770,0,3,0,1,0,24.0,0,0
771,0,3,0,1,0,48.0,0,0
772,0,2,0,1,1,57.0,0,0
773,0,3,1,0,0,26.079952529039385,0,0
774,1,2,0,1,1,54.0,1,3
775,0,3,0,1,0,18.0,0,0
776,0,3,0,0,0,31.862918968773407,0,0
777,1,3,0,1,1,5.0,0,0
778,0,3,0,0,0,31.86309722984807,0,0
779,1,1,0,1,1,43.0,0,1
780,1,3,1,0,1,13.0,0,0
781,1,1,0,1,1,17.0,1,0
782,0,1,0,1,0,29.0,0,0
783,0,3,0,1,0,22.664626437388332,1,2
784,0,3,0,1,0,25.0,0,0
785,0,3,0,1,0,25.0,0,0
786,1,3,0,1,1,18.0,0,0
787,0,3,0,0,0,8.0,4,1
788,1,3,0,1,0,1.0,1,2
789,0,1,1,0,0,46.0,0,0
790,0,3,0,0,0,31.862918968773407,0,0
791,0,2,0,1,0,16.0,0,0
792,0,3,0,1,1,0.42,8,2
793,0,1,1,0,0,40.25448997775492,0,0
794,0,3,0,1,0,25.0,0,0
795,0,2,0,1,0,39.0,0,0
796,1,1,0,1,1,49.0,0,0
797,1,3,0,1,1,31.0,0,0
798,0,3,1,0,0,30.0,0,0
799,0,3,0,1,1,30.0,1,1
800,0,2,0,1,0,34.0,0,0
801,1,2,0,1,1,31.0,1,1
802,1,1,0,1,0,11.0,1,2
803,1,3,1,0,0,0.42,0,1
804,1,3,0,1,0,27.0,0,0
805,0,3,0,1,0,31.0,0,0
806,0,1,0,1,0,39.0,0,0
807,0,3,0,1,1,18.0,0,0
808,0,2,0,1,0,39.0,0,0
809,1,1,0,1,1,33.0,1,0
810,0,3,0,1,0,26.0,0,0
811,0,3,0,1,0,39.0,0,0
812,0,2,0,1,0,35.0,0,0
813,0,3,0,1,1,6.0,4,2
814,0,3,0,1,0,30.5,0,0
815,0,1,0,1,0,42.940720322422564,0,0
816,0,3,0,1,1,23.0,0,0
817,0,2,1,0,0,31.0,1,1
818,0,3,0,1,0,43.0,0,0
819,0,3,0,1,0,10.0,3,2
820,1,1,0,1,1,52.0,1,1
821,1,3,0,1,0,27.0,0,0
822,0,1,0,1,0,38.0,0,0
823,1,3,0,1,1,27.0,0,1
824,0,3,0,1,0,2.0,4,1
825,0,3,0,0,0,31.87432767755189,0,0
826,0,3,0,1,0,27.62578830945034,0,0
827,1,2,1,0,0,1.0,0,2
828,1,3,0,0,0,31.862918968773407,0,0
829,1,1,0,0,1,62.0,0,0
830,1,3,1,0,1,15.0,1,0
831,1,2,0,1,0,0.83,1,1
832,0,3,1,0,0,26.0798926333183,0,0
833,0,3,0,1,0,23.0,0,0
834,0,3,0,1,0,18.0,0,0
835,1,1,1,0,1,39.0,1,1
836,0,3,0,1,0,21.0,0,0
837,0,3,0,1,0,28.31666833912606,0,0
838,1,3,0,1,0,32.0,0,0
839,1,1,1,0,0,40.268690968006936,0,0
840,0,3,0,1,0,20.0,0,0
841,0,2,0,1,0,16.0,0,0
842,1,1,1,0,1,30.0,0,0
843,0,3,1,0,0,34.5,0,0
844,0,3,0,1,0,17.0,0,0
845,0,3,0,1,0,42.0,0,0
846,0,3,0,1,0,0.42,8,2
847,0,3,1,0,0,35.0,0,0
848,0,2,0,1,0,28.0,0,1
849,1,1,1,0,1,32.281729387881676,1,0
850,0,3,0,1,0,4.0,4,2
851,0,3,0,1,0,74.0,0,0
852,0,3,1,0,1,9.0,1,1
853,1,1,0,1,1,16.0,0,1
854,0,2,0,1,1,44.0,1,0
855,1,3,0,1,1,18.0,0,1
856,1,1,0,1,1,45.0,1,1
857,1,1,0,1,0,51.0,0,0
858,1,3,1,0,1,24.0,0,3
859,0,3,1,0,0,26.0798926333183,0,0
860,0,3,0,1,0,41.0,2,0
861,0,2,0,1,0,21.0,1,0
862,1,1,0,1,1,48.0,0,0
863,0,3,0,1,1,0.42,8,2
864,0,2,0,1,0,24.0,0,0
865,1,2,0,1,1,42.0,0,0
866,1,2,1,0,1,27.0,1,0
867,0,1,0,1,0,31.0,0,0
868,0,3,0,1,0,28.29599005446506,0,0
869,1,3,0,1,0,4.0,1,1
870,0,3,0,1,0,26.0,0,0
871,1,1,0,1,1,47.0,1,1
872,0,1,0,1,0,33.0,0,0
873,0,3,0,1,0,47.0,0,0
874,1,2,1,0,1,28.0,1,0
875,1,3,1,0,1,15.0,0,0
876,0,3,0,1,0,20.0,0,0
877,0,3,0,1,0,19.0,0,0
878,0,3,0,1,0,28.318867367743113,0,0
879,1,1,1,0,1,56.0,0,1
880,1,2,0,1,1,25.0,0,1
881,0,3,0,1,0,33.0,0,0
882,0,3,0,1,1,22.0,0,0
883,0,2,0,1,0,28.0,0,0
884,0,3,0,1,0,25.0,0,0
885,0,3,0,0,1,39.0,0,5
886,0,2,0,1,0,27.0,0,0
887,1,1,0,1,1,19.0,0,0
888,0,3,0,1,1,19.417172421561773,1,2
889,1,1,1,0,0,26.0,0,0
890,0,3,0,0,0,32.0,0,0
